apices,coty,In,hypo
Soltor1_01g001460,16.5384149205343,10.9197010927251,15.7714193923989,26.7345522432686
Soltor1_01g001470,162.608031198128,101.400616897322,52.4938418290982,248.287955229939
Soltor1_01g001480,57.9456668173427,57.2174414151248,51.8115419240255,85.68546812435
Soltor1_01g001490,0,0.0124656180283801,0.100721948022702,0.120370684008807
Soltor1_01g001500,5.89171144818711,0.69222542356558,3.97157838643147,1.98283822786615
Soltor1_01g001510,0,0,0.104958942268292,0
Soltor1_01g001520,10.650293512622,6.33829164146127,18.2769829673779,7.0417594332928
Soltor1_01g001530,12.2578692609119,16.6277495698418,24.8860696054363,20.3879942002116
Soltor1_01g001540,3.32066616423672,2.65683835583723,9.7162514661599,5.68055619618255
Soltor1_01g001560,39.6081853383575,6.47082546479117,22.2953893688329,9.72952561752355
Soltor1_01g001570,1.9337235723961,0.646029573648335,1.99592107257611,6.56805373468582
Soltor1_01g001580,300.042350631792,341.516005255793,338.380597621569,413.251223678287
Soltor1_01g001590,0,1.49456442082663,1.64585207304863,0.371246260625872
Soltor1_01g001600,1.19287579235244,0.0989599981281736,0.75228120433263,0.40673981570747
Soltor1_01g001610,4.19909626941277,1.10389376725815,5.65453905518486,5.80398534483309
Soltor1_01g001620,63.6711082602442,58.4994725855298,27.2433235683487,17.0046955757512
Soltor1_01g001630,0.258416503469666,2.2762117019805,8.72009992649724,1.79670410609577
Soltor1_01g001640,17.6667189421151,9.64940528854232,24.6052387968616,28.8236033039457
Soltor1_01g001660,19.6825242346268,4.83722576780826,12.6476212253726,8.74313935330835
Soltor1_01g001670,68.7504605682152,66.5156660981232,63.9513996522158,52.4808167747336
Soltor1_01g001680,27.4197942223025,32.6636647318778,50.6947117021242,37.7571511453877
Soltor1_01g001700,0.053417264245353,0,0.045938840964654,0
Soltor1_01g001710,0,0.18171888393986,1.09469286399216,0.336131197099143
Soltor1_01g001720,0,4.52148932354977,0.0991139425836086,1.20351207508712
Soltor1_01g001730,0,0.473153106463827,0,26.919002889778
Soltor1_01g001740,0,1.19740151464017,0.3411063509761,0.524447865647105
Soltor1_01g001750,0,0.140492839441825,0.0191209453178407,0.426098982372096
Soltor1_01g001760,24.5529064523405,6.83335121349868,28.8824443301197,17.8945487937328
Soltor1_01g001770,27.717874197045,55.9193832108839,77.2518512575701,51.8174240312252
Soltor1_01g001780,0,0,0.109596105394118,0
Soltor1_01g001790,6.71250765370061,0.26434281467407,0.348543285068808,0
Soltor1_01g001800,71.8356195528415,79.4363793028338,61.399841379432,53.3114487423407
Soltor1_01g001810,31.6726998051888,30.5784232667825,76.8245086981373,68.3712613274898
Soltor1_01g001820,28.9609285261431,8.98646604116086,28.4578815811836,20.3659626459405
Soltor1_01g001830,13.6230549982708,0.620599831041324,15.5596691259996,24.1251990658651
Soltor1_01g001840,35.3339281515323,2.55013918630356,10.328371617756,10.5718618790583
Soltor1_01g001850,17.9484691473841,23.8032305134759,28.1996175319749,65.1676411803355
Soltor1_01g001860,4.04586852925684,1.13577618060013,2.54344034942377,2.39169957793508
Soltor1_01g001870,9.29874931447532,0.130825241999978,2.42040854065927,1.71483731537142
Soltor1_01g001880,18.9491641495846,10.6892912164809,22.6744732077071,15.4136876017664
Soltor1_01g001890,0,0.424255856635,0,0
Soltor1_01g001900,12.3194948031648,0,1.5374941964038,0
Soltor1_01g001910,4.42965960220931,5.98429070726763,5.15110401714558,11.4487906951671
Soltor1_01g001920,93.0283972824353,0,28.5663701308841,0.222559470071183
Soltor1_01g001960,6.95241222497538,42.0869886185738,31.5670233535523,14.6089014132116
Soltor1_01g001970,6.33080448519796,16.864794398123,18.5437404473346,23.2827545871966
Soltor1_01g001990,15.4321451822563,8.85384160621143,15.7180327857105,19.900406724479
Soltor1_01g002000,13.4480264095192,1.50112217269635,5.28882237535726,4.0430442673536
Soltor1_01g002010,14.1581957932389,0.0968128106993553,1.12587946086574,0.245664445338027
Soltor1_01g002020,8.85351284461919,1.43326296329263,7.16782114762196,2.11018556507503
Soltor1_01g002030,92.7178205244878,229.85978650401,107.591675179832,118.607506607148
Soltor1_01g002040,6.02611132209391,14.3715492632549,8.89067604710977,7.4781907654504
Soltor1_01g002050,11.3156675058329,5.34899096451468,6.09046492016157,8.76851007453787
Soltor1_01g002060,6.61271694064104,7.89068941137469,6.16165236253074,7.35215971078212
Soltor1_01g002070,3.86941476659929,2.11432216135604,2.66420371518398,1.07645279630623
Soltor1_01g002080,16.1088774861288,19.9440804709743,30.0576905982156,10.4772674043822
Soltor1_01g002090,21.6931832064217,1.05130087599992,36.9925778030224,1.52787116497168
Soltor1_01g002100,4.10652319929017,14.3192498432409,18.5075313677741,1.48260010117449
Soltor1_01g002110,38.1281111208975,37.1573047770218,44.3323937564012,40.2939282065976
Soltor1_01g002120,8.44389973097957,1.87509515721818,6.55393091295259,3.4291682160695
Soltor1_01g002130,214.742191715121,120.355509118194,156.60941205286,229.816948301929
Soltor1_01g002140,38.9157846536873,1.06748397402405,34.3459353657246,5.37349954579616
Soltor1_01g002150,0,2.44739745601549,0.0642943923913337,4.70697111280266
Soltor1_01g002160,103.799461680765,0.348664412937923,11.5044343684452,7.14003915331164
Soltor1_01g002170,0.140619806731357,0.274143725466923,0.296154506439211,3.98235383398859
Soltor1_01g002180,8.91547551363809,12.1812789823276,16.0652361799181,10.531355799575
Soltor1_01g002190,3.96423649670481,8.63989533208418,9.69076508375529,8.27874201781855
Soltor1_01g002200,16.112385469193,215.228008059039,82.4267132164571,68.1544992819131
